Name,Disc. Date,mmax,Host Name,R.A.,Dec.,Type
SN1990B,1990/01/20,14.5,NGC 4568,"12:36:33.86,12:36:33.84,12:36:33.83,12:36:33.869,12:36:33.87","+11:14:29.9,+11:14:29.76,+11:14:29.83,+11:14:30.08,+11:14:30.1,+11:14:29.8",Ic
SN2004cc,2004/06/10,15.3,NGC 4568,"12:36:34.40,12:36:34.32","+11:14:32.8,+11:14:32.64",Ib
SN1988A,1988/01/16,13.5,NGC 4579,"12:37:43.52,12:37:43.54,12:37:43.579,12:37:43.58","+11:48:19.5,+11:48:19.40,+11:48:19.69,+11:48:19.7,+11:48:19.4",II
SN1989M,1989/06/28,12.2,NGC 4579,"12:37:40.72,12:37:40.700,12:37:40.7","+11:49:25.5,+11:49:25.97,+11:49:25.00,+11:49:25.0,+11:49:26.0",Ia
SN2005cz,2005/07/17,16,NGC 4589,12:37:27.85,+74:11:24.5,Ib
SN2011fv,2011/08/26,18.2,NGC 459,01:18:07.80,"+17:33:29.8,+17:33:29.7",II
SN2008cn,2008/05/21,15.3,NGC 4603,12:40:55.66,-40:58:12.1,II
SN2018ata,2018/04/10,20.1,NGC 4614,"12:41:31.340,12:41:31.44",+26:01:59.16,Ia
SN1987F,1987/03/22,15.25,NGC 4615,"12:41:37.46,12:41:38.99,12:41:39.000,12:41:39.0","+26:04:28.3,+26:04:22.4,+26:04:22.00,+26:04:22.0",II
SN2007ss,2007/12/20,15.94,NGC 4617,"12:41:06.07,12:41:06.150","+50:23:28.7,+50:23:28.51",Ia
SN2005ab,2005/02/05,16.6,NGC 4617,"12:41:05.18,12:41:05.28","+50:22:56.2,+50:22:56.28",II
SN1985F,1985/02/28,12.38,NGC 4618,"12:41:33.01,12:41:33.050,12:41:33.05","+41:09:05.9,+41:09:05.94,+41:09:06.30,+41:09:06.3",Ib
SN2006ac,2006/02/09,15.97,NGC 4619,"12:41:44.90,12:41:44.88,12:41:44.86","+35:04:07.4,+35:04:07.32,+35:04:07.1",Ia
SN1939B,1939/05/19,12.1,NGC 4621,"12:42:02,12:42:02.500,12:42:02.5,12:42:02.28","+11:37.9,+11:37:53.00,+11:37:53.0,+11:37:58.9",I
SN2019so,2019/01/12,17.89,NGC 4622,"12:42:36.430,12:42:36.48","-40:44:47.06,-40:44:46.68",Ia-91bg
SN2001jx,2001/05/25,17.5,NGC 4622,"12:42:40.04,12:42:40.039","-40:43:12.5,-40:43:12.50",
SN2012cr,2012/05/25,17.5,NGC 4626,"12:42:24.45,12:42:24.5,12:42:24.48","-07:02:57.6,-07:02:58,-07:02:57.588",II
SN1946B,1946/05/01,15.7,NGC 4632,"12:42:32,12:42:32.900,12:42:32.9,12:42:33.30","-00:04.9,-00:04:56.00,-00:04:56.0,-00:04:50.9",II
SN1939A,1939/01/17,11.8,NGC 4636,"12:42:48,12:42:48.700,12:42:48.7,12:42:47.94","+02:41.6,+02:41:36.00,+02:41:36.0,+02:41:35.6",Ia
SN1990N,1990/06/23,12.44,NGC 4639,"12:42:56.68,12:42:56.70,12:42:56.741,12:42:56.74","+13:15:23.4,+13:15:23.68,+13:15:24.01,+13:15:24.0,+13:15:23.7",Ia
SN2018imf,2018/11/14,15.8,NGC 4639,"12:42:41.390,12:42:41.28,12:42:41.39","+13:15:55.00,+13:15:54.72,+13:15:54.8",II P
SN2007cm,2007/05/24,16.1,NGC 4644,12:42:45.18,+55:08:57.1,II
SN1979A,1979/01/15,15,NGC 4647,"12:43:29,12:43:29.000,12:43:29.0,12:43:29.14","+11:35.3,+11:35:17.00,+11:35:17.0,+11:35:27.1",I
SN2004W,2004/01/28,18.8,NGC 4649,12:43:36.52,+11:31:50.8,Ia
SN1990I,1990/04/29,15.28,NGC 4650A,"12:44:50.26,12:44:50.25,12:44:50.290,12:44:50.29","-40:43:36.5,-40:43:36.79,-40:43:36.80,-40:43:36.8",Ib
SN2006my,2006/11/08,14,NGC 4651,12:43:40.74,+16:23:14.1,II
SN1987K,1987/07/28,15,NGC 4651,"12:43:41.17,12:43:41.170,10:36:15.08","+16:23:44.9,+16:23:44.92,+37:19:27.2",IIb
SN1999gk,1999/12/15,15.4,NGC 4653,"12:43:51.91,12:43:51.84,12:43:51.910","-00:32:55.4,-00:32:55.32,-00:32:55.39",II
SN2009ik,2009/08/22,14.9,NGC 4653,12:43:51.21,-00:34:54.4,Ia
SN1965H,1965/05/23,14,NGC 4666,"12:45:07,12:45:07.100,12:45:07.1,12:45:07.18","-00:28.1,-00:28:05.00,-00:28:05.0,-00:28:11.5",II
SN1907A,1907/05/09,13.5,NGC 4674,"12:46:02,12:46:02.600,12:46:02.6,12:46:02.83","-08:39.2,-08:39:12.00,-08:39:12.0,-08:39:08.6",I
SN1997Y,1997/02/02,14.4,NGC 4675,"12:45:31.40,12:45:31.399","+54:44:17.0,+54:44:17.02",Ia
SN2007ft,2007/07/15,15.6,NGC 4677,"12:47:03.7,12:47:03.70","-41:35:22,-41:35:22.0",Ia
SN2001cz,2001/07/04,14.7,NGC 4679,"12:47:30.17,12:47:30.170","-39:34:48.1,-39:34:48.11",Ia
SN1997bp,1997/04/06,13.76,NGC 4680,"12:46:53.75,12:46:53.750","-11:38:33.2,-11:38:33.22",Ia-HV
SN2012hv,2012/12/16,16.1,NGC 4681,12:47:29.30,-43:19:44.3,II
SN2011jh,2011/12/22,15.4,NGC 4682,12:47:14.42,"-10:03:47.3,-10:03:47.2",Ia
SN1966B,1966/02/12,15,NGC 4688,"12:47:44.9,12:47:44.88,12:47:44.800,12:47:44.8,12:47:44.87","+04:19:32,+04:19:32.16,+04:19:36.00,+04:19:36.0,+04:19:32.0",II
SNhunt401,2018/12/14,20,NGC 4688,"12:47:46.992,12:47:46.99,12:47:47.04","+04:19:37.20,+04:19:37.4,+04:19:37.2",
SN1997X,1997/02/01,12.73,NGC 4691,"12:48:14.28,12:48:14.4,12:48:14.280","-03:19:58.5,-03:19:59.16,-03:19:58.51",Ib
SN2017ejb,2017/05/28,15.7,NGC 4696,12:48:36.010,-41:19:33.53,Ia-91bg
SN2018imd,2018/11/14,15.5,NGC 4697,12:48:24.950,-05:47:39.20,Ia
SN1983K,1983/06/06,12.52,NGC 4699,"12:49:12.23,12:49:12.21,12:49:12.250,12:49:12.25,12:49:12.24","-08:37:41.5,-08:37:42.34,-08:37:42.20,-08:37:42.2",II
SN1948A,1948/03/05,17,NGC 4699,"12:49:02,12:49:02.200,12:49:02.2,12:49:02.22","-08:39.2,-08:39:11.00,-08:39:11.0,-08:39:05.2",
SN1998ab,1998/04/01,15.97,NGC 4704,"12:48:47.24,12:48:47.28,12:48:47.239","+41:55:28.3,+41:55:28.2,+41:55:28.31",Ia-91T
SN2005bo,2005/04/17,15.33,NGC 4708,"12:49:41.03,12:49:41.04","-11:05:47.4,-11:05:47.76,-11:05:47.40,-11:05:47.3",Ia
SN2003ef,2003/05/11,16.2,NGC 4708,"12:49:42.25,12:49:42.24,12:49:42.258","-11:05:29.5,-11:05:29.4,-11:05:29.59",II P
SN2016cvn,2016/06/05,16.12,NGC 4708,12:49:41.360,-11:05:34.40,Ia
SN1981F,1981/05/30,15,NGC 4716,"12:50:33,12:50:33.000,12:50:33.00,12:50:33.19","-09:27.0,-09:27:02.00,-09:27:02.0,-09:26:50.7",Ia
SN1940B,1940/05/05,12.74,NGC 4725,"12:50:33,12:50:33.800,12:50:33.8,12:50:33.65","+25:32.2,+25:32:09.00,+25:32:09.0,+25:32:02.6",II
SN1987E,1987/04/24,15.7,NGC 4725,"12:52:16.1,12:52:20.700,12:52:20.70","+25:19:23,+25:18:22.00,+25:18:22.0",Star
SN1999gs,1999/12/28,19.3,NGC 4725,"12:50:26.28,12:50:26.280","+25:28:16.5,+25:28:16.50",Ia
SN1969H,1969/06/17,15,NGC 4725,"12:50:28,12:50:28.200,12:50:28.2,12:50:27.96","+25:30.3,+25:30:21.00,+25:30:21.0,+25:30:14.6",I
SN2012bo,2012/03/27,16.37,NGC 4726,"12:50:45.23,12:50:45.12","-14:16:08.5,-14:16:08.04",Ia
SN2003eg,2003/05/17,15.99,NGC 4727,"12:50:58.33,12:50:58.32,12:50:58.338","-14:20:01.1,-14:20:11.04,-14:20:01.19",II P
SN1965B,1965/01/08,16,NGC 4727,"12:50:57,12:50:57.300,12:50:57.3,12:50:56.80","-14:19.7,-14:19:41.00,-14:19:41.0,-14:19:50.5",
SNhunt366,2018/03/06,19.13,NGC 4738,"12:51:10.150,12:51:10.11,12:51:10.08","+28:47:40.56,+28:47:40.4",
SNhunt153,2012/10/13,17,NGC 474,"01:19:59.5,01:19:59.54,01:19:59.544","+03:25:01,+03:25:01.3,+03:25:01.308",
SN1965I,1965/06/18,11.8,NGC 4753,"12:52:15,12:52:15.400,12:52:15.4,12:52:15.54","-01:10.9,-01:10:52.00,-01:10:52.0,-01:10:49.9",Ia
SN1983G,1983/04/04,12.65,NGC 4753,"12:52:20.90,12:52:20.9,12:52:20.950,12:52:20.95","-01:12:12.0,-01:12:12,-01:12:12.31,-01:12:12.3",Ia
SN2018xx,2018/02/21,15.91,NGC 4767,"12:53:48.238,12:53:48.24","-39:41:49.16,-39:41:49.56",Ia
SN2009hg,2009/07/09,16.9,NGC 4767B,12:54:42.61,-39:51:16.3,
SN2002jy,2002/12/17,14.9,NGC 477,01:21:16.27,+40:29:55.3,Ia
SN2012cu,2012/06/14,14.6,NGC 4772,"12:53:29.35,12:53:29.4,12:53:29.28","+02:09:39.0,+02:09:39,+02:09:36.432",Ia
SN1988E,1988/01/20,17,NGC 4772,"12:53:28.85,12:53:28.82,12:53:28.901,12:53:28.90","+02:10:22.6,+02:10:22.63,+02:10:23.02,+02:10:23.0",II Pec
SN2013he,2013/12/09,16.5,NGC 4774,12:53:06.27,+36:49:00.1,II
SNhunt335,2017/12/09,19.6,NGC 4774,"12:53:07.510,12:53:07.44","+36:49:01.90,+36:49:01.92",
SN2017cjb,2017/03/23,15.9,NGC 4779,12:53:50.450,+09:42:17.70,II
SN2015B,2015/01/05,15,NGC 4782,"12:54:35.53,12:54:35.46","-12:34:18.6,-12:34:19.2",Ia
SN1956B,1956/04/08,18.6,NGC 4783,"12:54:33,12:54:33.100,12:54:33.1,12:54:33.98","-12:34.6,-12:34:36.00,-12:34:36.0,-12:33:45.9",
SN2002cf,2002/04/13,16,NGC 4786,"12:54:31.30,12:54:31.301","-06:51:24.8,-06:51:24.80",Ia
SN2012au,2012/03/14,13.51,NGC 4790,"12:54:52.18,12:54:52.2,12:54:52.08","-10:14:50.2,-10:14:50,-10:14:50.28",Ib
SN2016jfu,2016/12/30,16.4,NGC 4793,"12:54:42.600,12:54:42.6096,12:54:42.62","+28:56:26.00,+28:56:25.638,+28:56:25.9",II P
SN2011fh,2011/02/24,14.5,NGC 4806,"12:56:14.01,12:56:14.0","-29:29:54.8,-29:29:55",IIn
SN2011jm,2011/12/24,14.8,NGC 4809,"12:54:51.10,12:54:51.1,12:54:51.09,12:54:51.12","+02:39:14.9,+02:39:15,+02:39:14.8,+02:39:14.904",Ic
SN2008ip,2008/12/31,15.22,NGC 4846,12:57:50.20,+36:22:33.5,II
SN2009L,2009/01/13,16.8,NGC 4854,12:58:48.10,+27:40:25.6,Ia
SN2018cur,2018/06/22,16.82,NGC 4868,"12:59:09.130,12:59:09.12,12:59:09.11","+37:19:00.10,+37:19:00.12,+37:19:00.1",II
SN1968B,1968/02/05,17.4,NGC 4874,"12:59:34,12:59:34.800,12:59:34.8,12:59:34.77","+27:57.7,+27:57:34.00,+27:57:34.0,+27:57:34.9",
SN1981G,1981/06/02,15,NGC 4874,"12:59:36,12:59:36.700,12:59:36.7,12:59:36.81","+27:57.8,+27:57:48.00,+27:57:48.0,+27:57:43.9",Ia
SN2010cp,2010/05/09,16.8,NGC 4877,13:00:25.79,-15:17:19.8,Ia
SN1976G,1976/10/21,15,NGC 488,"01:21:46,01:21:46.600,01:21:46.6,01:21:46.84","+05:13.6,+05:13:38.00,+05:13:38.0,+05:13:33.3",Ia?
SN2010eb,2010/06/12,,NGC 488,"01:21:37.78,01:21:37.776","+05:17:39.9,+05:17:40.776",Ia
SN2003cb,2003/03/13,17.9,NGC 4885,"13:00:33.25,13:00:33.258","-06:51:09.3,-06:51:09.39",II
SN1964D,1964/02/13,16.5,NGC 4887,"13:00:39,13:00:39.500,13:00:39.5,13:00:40.04","-14:40.0,-14:40:01.00,-14:40:01.0,-14:40:02.4",
SN1999br,1999/04/12,15.8,NGC 4900,"13:00:41.80,13:00:41.76,13:00:41.82,13:00:41.801","+02:29:45.8,+02:29:45.96,+02:29:45.816,+02:29:45.4,+02:29:45.82",II P
SN1991X,1991/05/05,13,NGC 4902,"13:01:01.4,13:01:00.74,13:01:00.730,13:01:00.73","-14:30:28,-14:30:38.0,-14:30:38.09,-14:30:38.1",Ia
SN2011A,2011/01/02,16.32,NGC 4902,13:01:01.19,-14:31:34.8,IIn
SN1979E,1979/08/19,16,NGC 4902,"13:01:00,13:01:00.600,13:01:00.6,13:00:59.59","-14:29.6,-14:29:37.00,-14:29:37.0,-14:29:47.0",
SN2012hy,2012/11/11,16.5,NGC 4903,13:01:23.41,-30:56:29.2,Ia
SN2012O,2012/01/18,15,NGC 4906,13:00:39.99,+27:55:24.4,Ia
SN1959B,1959/05/04,18.5,NGC 4921,"13:01:27.55,13:01:27.56,13:01:27.550","+27:52:22.7,+27:52:23.0,+27:52:22.80,+27:52:22.8",Pec
SN1991Q,1991/01/26,18,NGC 4926A,"13:02:07.62,13:02:07.59,13:02:07.630,13:02:07.63","+27:38:55.1,+27:38:55.75,+27:38:56.11,+27:38:56.1,+27:38:55.7",
SN2016hgm,2016/10/19,16.3,NGC 493,"01:22:11.730,01:22:11.81","+00:57:07.78,+00:57:07.4,+00:57:07.776",II
SN1971S,1971/11/15,15.5,NGC 493,"01:22:12.1,01:22:12.12,01:22:12.700,01:22:12.7,01:22:12.31","+00:57:21,+00:57:20.5,+00:57:24.00,+00:57:24.0,+00:57:22.4",II
SN2001dr,2001/08/14,16.5,NGC 4932,"13:02:39.10,13:02:39.12,13:02:39.101","+50:26:39.5,+50:26:39.48,+50:26:39.52",II
SN2008aw,2008/03/02,14.77,NGC 4939,"13:04:14.11,13:04:14.12","-10:19:12.9,-10:19:12.3",II
SN2014B,2014/01/02,17,NGC 4939,13:04:17.70,-10:20:01.2,II P
SN1968X,1968/11/27,16,NGC 4939,"13:04:12,13:04:12.400,13:04:12.4,13:04:11.99","-10:20.3,-10:20:21.00,-10:20:21.0,-10:20:13.8",
SN1973J,1973/05/21,16,NGC 4939,"13:04:15,13:04:15.900,13:04:15.9,13:04:15.51","-10:20.6,-10:20:35.00,-10:20:35.0,-10:20:27.8",
SN1973F,1973/03/31,16.2,NGC 4944,"13:03:52.0,13:03:52.001,13:03:52.00","+28:11:11,+28:11:11.80,+28:11:11.8,+28:11:11.0",I
SN2005af,2005/02/08,9.99,NGC 4945,13:04:44.06,-49:33:59.8,II P
SN2011ja,2011/12/18,10.83,NGC 4945,"13:05:11.12,13:05:11.09,13:05:11.11","-49:31:27.0,-49:31:27.1",II P
SN1994U,1994/06/27,14,NGC 4948,"13:04:56.13,13:04:56.09,13:04:56.131","-07:56:51.7,-07:56:51.67,-07:56:51.50,-07:56:51.5",Ia
SN1999ej,1999/10/18,15.45,NGC 495,"01:22:57.38,01:22:57.379","+33:27:58.0,+33:27:58.00",Ia
SN2005az,2005/03/28,15.14,NGC 4961,13:05:46.97,+27:44:08.4,Ic
SN2005mb,2005/12/21,19.5,NGC 4963,"13:05:52.46,13:05:52.56","+41:42:59.0,+41:42:59.04",II
SN2017gxq,2017/09/17,14.44,NGC 4964,"13:05:24.010,13:05:24,13:05:24.00","+56:19:27.05,+56:19:27.12,+56:19:27.0",Ia
SN2000P,2000/03/08,14.1,NGC 4965,"13:07:10.53,13:07:10.529,13:07:09.88","-28:14:02.5,-28:14:02.51,-28:13:59.3",II
SN1968aa,1968/09/01,15,NGC 4975,"13:07:52,13:07:52.400,13:07:52.4,13:07:51.00","-05:01.4,-05:01:24.00,-05:01:24.0,-05:00:26.7",
SN2007C,2007/01/07,14.31,NGC 4981,"13:08:49.30,13:08:49.32","-06:47:01.0,-06:47:00.3",Ib
SN1968I,1968/04/23,13.5,NGC 4981,"13:08:49,13:08:49.300,13:08:49.3,13:08:48.87","-06:46.7,-06:46:40.00,-06:46:40.0,-06:46:31.7",Ia
SN2011iy,2011/12/09,12.2,NGC 4984,"13:08:58.39,13:08:58.38","-15:31:04.1,-15:31:04.0",Ia
SN2008db,2008/06/13,14.5,NGC 50,00:14:39.36,-07:19:23.5,Ia
SN1990A,1990/01/01,19,NGC 500,"01:22:39.99,01:22:39.98,01:22:40.020,01:22:40.02","+05:23:20.7,+05:23:20.95,+05:23:20.80,+05:23:20.8,+05:23:20.9",
SN2003el,2003/05/22,18.9,NGC 5000,"13:09:46.20,13:09:46.208","+28:54:21.6,+28:54:21.69",Ic
SN1976A,1976/02/28,16.5,NGC 5004A,"13:11:03,13:11:03.700,13:11:03.7,13:11:01.20","+29:38.4,+29:38:22.00,+29:38:22.0,+29:34:59.8",
SN1996ai,1996/06/16,13.5,NGC 5005,"13:10:58.13,13:10:58.130","+37:03:35.4,+37:03:35.39",Ia
SN1997eg,1997/12/04,14.92,NGC 5012,"13:11:36.73,13:11:36.730","+22:55:29.4,+22:55:29.39",II
SN2002dj,2002/06/12,14.04,NGC 5018,"13:13:00.34,13:13:00.341","-19:31:08.7,-19:31:08.69",Ia
SN2017isq,2017/12/04,15.3,NGC 5018,"13:13:12.24,13:13:12.180","-19:31:15.24,-19:31:15.08",Ia
SNhunt342,2018/01/15,16.51,NGC 5019,"13:12:41.650,13:12:41.52,13:12:41.76","+04:43:54.34,+04:43:54.732,+04:43:54.336,+04:43:54.696",Candidate
SN1991J,1991/02/19,17,NGC 5020,"13:12:37.6,13:12:37.68,13:12:37.600,13:12:37.58","+12:35:03,+12:35:03.48,+12:35:04.00,+12:35:04.0,+12:35:03.4",II
SN2015D,2015/01/18,17.5,NGC 5020,13:12:41.16,+12:36:01.8,II
SN1996ak,1996/07/13,18.5,NGC 5021,"13:12:04.42,13:12:04.32,13:12:04.421","+46:11:38.4,+46:11:38.40",II
SN2009ev,2009/05/27,14.2,NGC 5026,13:14:17.58,-42:58:48.8,Ia
SN1985L,1985/06/13,12.5,NGC 5033,"13:13:21.71,13:13:21.75,13:13:21.790,13:13:21.79","+36:36:32.3,+36:36:32.68,+36:36:33.01,+36:36:33.0,+36:36:32.7",II
SN2001gd,2001/11/24,16.1,NGC 5033,"13:13:23.89,13:13:23.890,13:13:23.92","+36:38:17.7,+36:38:17.70,+36:38:18.2",IIb
SN1950C,1950/05/14,18.2,NGC 5033,"13:13:45,13:13:45.000,13:13:45.0,13:13:46.21","+36:35.1,+36:35:01.00,+36:35:01.0,+36:34:47.6",
SN2008cd,2008/04/29,16.58,NGC 5038,"13:15:01.75,13:15:01.777","-15:57:06.8,-15:57:06.70",Ia
SN2004ab,2004/02/21,14.1,NGC 5054,13:16:58.18,-16:37:52.7,Ia
SN2018is,2018/01/20,13.68,NGC 5054,"13:16:57.35,13:16:57.348","-16:37:04.43,-16:37:03.828",II
SN2014A,2014/01/01,16.07,NGC 5054,13:16:59.36,"-16:37:57.0,-16:37:57.1",II P
SN1971I,1971/05/24,10.9,NGC 5055,"13:15:49.6,13:15:49.68,13:15:49.600,13:15:49.60","+41:59:15,+41:59:32.00,+41:59:32.0,+41:59:15.0",Ia
SN2005au,2005/03/19,16.59,NGC 5056,"13:16:12.42,13:16:12.38","+30:56:40.5,+30:56:42.3",II
SN1996X,1996/04/12,12.71,NGC 5061,"13:18:01.13,13:18:01.130","-26:50:45.3,-26:50:45.31",Ia
SN2005cn,2005/06/19,13.8,NGC 5061,13:18:00.46,-26:48:33.1,Ia
SN1999cz,1999/06/21,16,NGC 5078,"13:19:48.53,13:19:48.530","-27:24:04.5,-27:24:04.50",Ic
SN1958F,1958/06/13,16,NGC 5082,"13:20:38,13:20:38.300,13:20:38.3,13:20:37.72","-43:42.1,-43:42:07.00,-43:42:07.0,-43:41:59.6",
SN1981C,1981/03/02,14.5,NGC 5090,"13:21:12,13:21:12.900,13:21:12.9,13:21:14.27","-43:43.2,-43:43:14.00,-43:43:14.0,-43:42:36.5",
SN2016gxp,2016/10/05,15.92,NGC 51,"00:14:34.650,00:14:34.582","+48:15:08.10,+48:15:07.92",Ia-91T
SN1986B,1986/02/13,17,NGC 5101,"13:21:42,13:21:42.400,13:21:42.4,13:21:42.44","-27:27.7,-27:27:43.00,-27:27:43.0,-27:27:45.3",IIn
SN2007W,2007/02/15,17.2,NGC 5105,13:21:48.50,-13:12:56.9,II
SN2008dz,2008/07/02,17.4,NGC 5123,13:23:11.92,+43:05:34.3,II
SN1997co,1997/05/29,17,NGC 5125,"13:24:01.18,13:24:01.181","+09:42:22.9,+09:42:22.90",II
SNhunt101,2012/01/04,18.6,NGC 5125,"13:24:01.0,13:24:00.95,13:24:00.96","+09:42:53,+09:42:52.9,+09:42:52.848",Candidate
SN1991bi,1991/12/13,18.5,NGC 5127,"13:23:43.97,13:23:43.93,13:23:43.980,13:23:43.98","+31:33:50.9,+31:33:50.69,+31:33:51.08,+31:33:51.1,+31:33:50.7",Ia
SN1986G,1986/05/03,10.61,NGC 5128,"13:25:36.46,13:25:36.509,13:25:36.51","-43:01:53.6,-43:01:54.17,-43:01:54.19,-43:01:54.2",Ia-91bg
SN2016adj,2016/02/08,14,NGC 5128,"13:25:24.110,13:25:24.119","-43:00:57.50,-43:00:57.90",IIb
SN2006by,2006/05/03,18.2,NGC 5149,13:26:09.12,+35:55:58.0,II
SN2017jfw,2017/12/26,18.15,NGC 5153,"13:27:53.770,13:27:53.76","-29:37:06.74,-29:37:06.6",Ia-91bg
SN2012cj,2012/05/18,17.9,NGC 5156,13:28:43.43,-48:54:35.6,II P
SN1995L,1995/03/26,20,NGC 5157,"13:27:18.34,13:27:18.341","+32:01:52.7,+32:01:52.72",Ia
SN1998E,1998/01/29,16.5,NGC 5161,"13:29:14.30,13:29:02.000,13:29:02","-33:10:38.0,+33:10:00.00",II
SN1974B,1974/01/28,14.5,NGC 5161,"13:29:12,13:29:12.900,13:29:12.9,13:29:12.88","-33:09.4,-33:09:22.00,-33:09:22.0,-33:09:23.3",
SN2009bs,2009/03/21,17.6,NGC 5163,13:26:56.20,+52:45:17.5,Ia
SN2011em,2011/08/04,16.2,NGC 5164,"13:27:13.19,13:27:13.18","+55:29:17.4,+55:29:17.3",Ia
SN1998cc,1998/05/15,15.3,NGC 5172,"13:29:19.31,13:29:19.310","+17:02:42.4,+17:02:42.40",Ib
SN2001R,2001/01/06,17.5,NGC 5172,"13:29:16.93,13:29:16.930","+17:02:41.2,+17:02:41.21",II
SN2007cd,2007/04/27,17.6,NGC 5174,13:29:26.48,+11:00:44.8,
SN2010cr,2010/05/15,16.52,NGC 5177,"13:29:25.03,13:29:25.082,13:29:24.96,13:29:24.26,13:29:25.11","+11:47:46.4,+11:47:46.49,+11:47:46.32,+11:47:49.2,+11:47:47.04",Ia
SN2006br,2006/04/25,17.45,NGC 5185,"13:30:01.80,13:30:1.92","+13:24:56.8,+13:24:56.88",Ia
SN2006dz,2006/05/31,19,NGC 5185,13:30:00.37,+13:24:43.1,
SN2011dh,2011/06/01,11.15,NGC 5194,"13:30:05.1055,13:30:05.12,13:30:05.124","+47:10:10.922,+47:10:11.3,+47:10:11.301",IIb
SN2005cs,2005/06/27,12.68,NGC 5194,"13:29:53.37,13:29:52.85","+47:10:28.2,+47:10:36.3",II
SN1994I,1994/04/02,12.48,NGC 5194,"13:29:54.072,13:29:54.010,13:29:54.01,13:29:54.07","+47:11:30.50,+47:11:31.70,+47:11:31.7,+47:11:30.5",Ic
SN1945A,1945/04/08,13.5,NGC 5195,"13:29:57,13:29:57.900,13:29:57.9,13:29:58.84","+47:16.3,+47:16:16.00,+47:16:16.0,+47:15:54.1",I
SN2006G,2006/01/13,17,NGC 521,01:24:35.83,+01:43:15.8,II/IIb
SN1966G,1966/08/16,15.5,NGC 521,"01:24:37,01:24:37.800,01:24:37.8,01:24:37.82","+01:44.1,+01:44:08.00,+01:44:08.0,+01:44:05.3",I
SN1982O,1982/08/19,15,NGC 521,"01:24:32,01:24:32.300,01:24:32.3,01:24:32.35","+01:43.6,+01:43:39.00,+01:43:39.0,+01:43:36.3",
SN2014bb,2014/05/09,15.9,NGC 5214,13:32:49.11,+41:52:15.1,Ia
SNhunt302,2016/02/03,,NGC 522,"01:24:45.75,01:24:45.744","+09:59:38.9,+09:59:38.868",
SN2016bln,2016/04/04,15.3,NGC 5221,13:34:45.49,"+13:51:14.3,+13:51:14.0",Ia-91T
SN2008ez,2008/08/18,17.4,NGC 5222,13:34:55.27,+13:43:48.6,Ia
SN2001en,2001/09/26,14.2,NGC 523,"01:25:22.90,01:25:22.901","+34:01:30.5,+34:01:30.50",Ia
SN1970P,1970/06/04,17.2,NGC 5230,"13:35:31,13:35:31.100,13:35:31.1,13:35:31.07","+13:39.9,+13:39:55.00,+13:39:55.0,+13:40:00.6",
SN1983N,1983/07/03,10.73,NGC 5236,13:36:51.23,"-29:54:01.7,-29:54:02.70",Ib
SN1968L,1968/07/17,11.73,NGC 5236,"13:37:00.42,13:37:00.51,13:37:00.511","-29:51:59.8,-29:51:59.0,-29:51:59.00",II
SN1923A,1923/05/05,13.95,NGC 5236,"13:37:09.2,13:37:09.200,13:37:09.20","-29:51:04,-29:49:36.00,-29:49:36.0,-29:51:04.0",II
SN1945B,1945/07/13,14.2,NGC 5236,"13:36:51,13:36:53.600,13:36:53.6,13:36:53.41","-30:10.3,-29:54:56.00,-29:54:56.0,-29:54:50.8",
SN1950B,1950/03/15,14.5,NGC 5236,"13:36:52.88,13:36:52.900,13:36:52.9,13:36:52.80","-29:51:55.7,-29:51:56.00,-29:51:56.0,-29:51:55.8",
SN1957D,1957/12/01,15,NGC 5236,"13:37:03.57,13:37:03.53,13:37:03.500,13:37:03.5","-29:49:40.7,-29:49:40.9,-29:49:41.00,-29:49:41.0",
SN2000cx,2000/07/17,12.9,NGC 524,"01:24:46.19,01:24:46.15,01:24:46.150","+09:30:31.3,+09:30:30.9,+09:30:30.89",Ia Pec
SN2008Q,2008/01/26,13.24,NGC 524,"01:24:57.23,01:24:57.207","+09:33:01.5,+09:33:01.30",Ia
SN2019fck,2019/05/13,14.4,NGC 5243,13:36:13.015,+38:21:18.22,Ia
SN2004bk,2004/04/22,15.81,NGC 5246,"13:37:28.72,13:37:28.8","+04:06:11.3,+04:06:11.16",Ia
SN2016C,2016/01/03,15.03,NGC 5247,13:38:05.30,-17:51:15.3,II P
SNhunt141,2012/07/24,,NGC 5247,"13:37:57.21,13:37:57.2,13:37:57.36,13:37:57.12","-17:54:27.2,-17:54:27,-17:54:28.08,-17:54:27.36",II P
SN1972E,1972/05/06,7.77,NGC 5253,"13:39:52.7,13:39:53.200,13:39:53.2,13:39:52.70","-31:40:09,-31:40:15.00,-31:40:15.0,-31:40:09.0",Ia
SN1895B,1895/07/07,7.07,NGC 5253,"13:39:55.9,13:39:57.3,13:39:57.300,13:39:57.30","-31:38:31,-31:38:06,-31:38:08.00,-31:38:08.0,-31:38:06.0",Ia
SN2017ivh,2017/12/05,16.32,NGC 5254,"13:39:36.250,13:39:36.24","-11:28:55.86,-11:28:55.92,-11:28:56.28",II
SN2014bs,2014/05/30,16.9,NGC 5270,"13:42:09.72,13:42:09.7,13:42:09.6","+04:15:44.7,+04:15:45,+04:15:44.676",Ia
SNhunt348,2018/02/10,19.1,NGC 5277,"13:46:38.520,13:42:38.64",+29:56:56.76,
