spect,,,,,,
A0IV,,,,,,
A0p,,,,,,
A0V SB,,,,,,
A1V,,,,,,
A2IV,,,,,,
A2V,,,,,,
A2Vm,,,,,,
A3IIIvar,,,,,,
A3Vvar,,,,,,
A4V,,,,,,
A5V SB,,,,,,
A5Vv SB,,,,,,
A8Ib,,,,,,
B0.5Iavar,,,,,,
B0.5III,,,,,,
B0.5IV,,,,,,
B0Ia,,,,,,
B0IV:evar,,,,,,
B1II,,,,,,
B1III,,,,,,
B1V,,,,,,
B2II,,,,,,
B2III,,,,,,
B2IV,,,,,,
B2V,,,,,,
B3Vp,,,,,,
B5Ia,,,,,,
B7III,,,,,,
B7IV,,,,,,
B7V,,,,,,
B8,,,,,,
B8Ia,,,,,,
B8III,,,,,,
B8V,,,,,,
B8Vvar,,,,,,
B9.5V,,,,,,
B9p,,,,,,
F0Ib,,,,,,
F2III,,,,,,
F2IV,,,,,,
F5Ib,,,,,,
F5IV,,,,,,
F5V,,,,,,
F7V comp,,,,,,
F8Ia,,,,,,
G0II,,,,,,
G5II,,,,,,
G8IIIvar,,,,,,
G8V,,,,,,
G8Vp,,,,,,
K0II-IIIvar,,,,,,
K0III,,,,,,
K0IIIvar,,,,,,
K2III,,,,,,
K2V,,,,,,
K3III,,,,,,
K3III,,,,,,
K3IIvar,,,,,,
K3V,,,,,,
K5III,,,,,,
M0IIIvar,,,,,,
M0V,,,,,,
M1: comp,,,,,,
M1IIIb Ca-1,,,,,,
M2Ib,,,,,,
M2III,,,,,,
M2V,,,,,,
M4III,,,,,,
M5,,,,,,
M5e,,,,,,
M6e,,,,,,
M7e,,,,,,
M8e,,,,,,
M9e,,,,,,
O5IAf,,,,,,
O9.5Ib SB,,,,,,
O9.5II,,,,,,
O9III,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
